ID	gene
250325_k562_perturbseq_enhancers_dup_filtered_min3_91495	250325_k562_perturbseq_enhancers_dup_filtered_min3_91495
250325_k562_perturbseq_enhancers_dup_filtered_min3_91496	250325_k562_perturbseq_enhancers_dup_filtered_min3_91496
250325_k562_perturbseq_enhancers_dup_filtered_min3_91497	250325_k562_perturbseq_enhancers_dup_filtered_min3_91497
250325_k562_perturbseq_enhancers_dup_filtered_min3_91498	250325_k562_perturbseq_enhancers_dup_filtered_min3_91498
250325_k562_perturbseq_enhancers_dup_filtered_min3_91499	250325_k562_perturbseq_enhancers_dup_filtered_min3_91499
250325_k562_perturbseq_enhancers_dup_filtered_min3_91500	250325_k562_perturbseq_enhancers_dup_filtered_min3_91500
250325_k562_perturbseq_enhancers_dup_filtered_min3_91501	250325_k562_perturbseq_enhancers_dup_filtered_min3_91501
250325_k562_perturbseq_enhancers_dup_filtered_min3_91502	250325_k562_perturbseq_enhancers_dup_filtered_min3_91502
250325_k562_perturbseq_enhancers_dup_filtered_min3_91503	250325_k562_perturbseq_enhancers_dup_filtered_min3_91503
250325_k562_perturbseq_enhancers_dup_filtered_min3_91504	250325_k562_perturbseq_enhancers_dup_filtered_min3_91504
250325_k562_perturbseq_enhancers_dup_filtered_min3_91505	250325_k562_perturbseq_enhancers_dup_filtered_min3_91505
250325_k562_perturbseq_enhancers_dup_filtered_min3_91506	250325_k562_perturbseq_enhancers_dup_filtered_min3_91506
250325_k562_perturbseq_enhancers_dup_filtered_min3_91507	250325_k562_perturbseq_enhancers_dup_filtered_min3_91507
250325_k562_perturbseq_enhancers_dup_filtered_min3_91508	250325_k562_perturbseq_enhancers_dup_filtered_min3_91508
250325_k562_perturbseq_enhancers_dup_filtered_min3_91509	250325_k562_perturbseq_enhancers_dup_filtered_min3_91509
250325_k562_perturbseq_enhancers_dup_filtered_min3_91510	250325_k562_perturbseq_enhancers_dup_filtered_min3_91510
250325_k562_perturbseq_enhancers_dup_filtered_min3_91511	250325_k562_perturbseq_enhancers_dup_filtered_min3_91511
250325_k562_perturbseq_enhancers_dup_filtered_min3_91512	250325_k562_perturbseq_enhancers_dup_filtered_min3_91512
250325_k562_perturbseq_enhancers_dup_filtered_min3_91513	250325_k562_perturbseq_enhancers_dup_filtered_min3_91513
250325_k562_perturbseq_enhancers_dup_filtered_min3_91514	250325_k562_perturbseq_enhancers_dup_filtered_min3_91514
250325_k562_perturbseq_enhancers_dup_filtered_min3_91515	250325_k562_perturbseq_enhancers_dup_filtered_min3_91515
250325_k562_perturbseq_enhancers_dup_filtered_min3_91516	250325_k562_perturbseq_enhancers_dup_filtered_min3_91516
250325_k562_perturbseq_enhancers_dup_filtered_min3_91517	250325_k562_perturbseq_enhancers_dup_filtered_min3_91517
250325_k562_perturbseq_enhancers_dup_filtered_min3_91518	250325_k562_perturbseq_enhancers_dup_filtered_min3_91518
250325_k562_perturbseq_enhancers_dup_filtered_min3_91519	250325_k562_perturbseq_enhancers_dup_filtered_min3_91519
250325_k562_perturbseq_enhancers_dup_filtered_min3_91520	250325_k562_perturbseq_enhancers_dup_filtered_min3_91520
250325_k562_perturbseq_enhancers_dup_filtered_min3_91521	250325_k562_perturbseq_enhancers_dup_filtered_min3_91521
250325_k562_perturbseq_enhancers_dup_filtered_min3_91522	250325_k562_perturbseq_enhancers_dup_filtered_min3_91522
250325_k562_perturbseq_enhancers_dup_filtered_min3_91523	250325_k562_perturbseq_enhancers_dup_filtered_min3_91523
250325_k562_perturbseq_enhancers_dup_filtered_min3_91524	250325_k562_perturbseq_enhancers_dup_filtered_min3_91524
250325_k562_perturbseq_enhancers_dup_filtered_min3_91525	250325_k562_perturbseq_enhancers_dup_filtered_min3_91525
250325_k562_perturbseq_enhancers_dup_filtered_min3_91526	250325_k562_perturbseq_enhancers_dup_filtered_min3_91526
250325_k562_perturbseq_enhancers_dup_filtered_min3_91527	250325_k562_perturbseq_enhancers_dup_filtered_min3_91527
250325_k562_perturbseq_enhancers_dup_filtered_min3_91528	250325_k562_perturbseq_enhancers_dup_filtered_min3_91528
250325_k562_perturbseq_enhancers_dup_filtered_min3_91529	250325_k562_perturbseq_enhancers_dup_filtered_min3_91529
250325_k562_perturbseq_enhancers_dup_filtered_min3_91530	250325_k562_perturbseq_enhancers_dup_filtered_min3_91530
250325_k562_perturbseq_enhancers_dup_filtered_min3_91531	250325_k562_perturbseq_enhancers_dup_filtered_min3_91531
250325_k562_perturbseq_enhancers_dup_filtered_min3_91532	250325_k562_perturbseq_enhancers_dup_filtered_min3_91532
250325_k562_perturbseq_enhancers_dup_filtered_min3_91533	250325_k562_perturbseq_enhancers_dup_filtered_min3_91533
250325_k562_perturbseq_enhancers_dup_filtered_min3_91534	250325_k562_perturbseq_enhancers_dup_filtered_min3_91534
250325_k562_perturbseq_enhancers_dup_filtered_min3_91535	250325_k562_perturbseq_enhancers_dup_filtered_min3_91535
250325_k562_perturbseq_enhancers_dup_filtered_min3_91536	250325_k562_perturbseq_enhancers_dup_filtered_min3_91536
250325_k562_perturbseq_enhancers_dup_filtered_min3_91537	250325_k562_perturbseq_enhancers_dup_filtered_min3_91537
250325_k562_perturbseq_enhancers_dup_filtered_min3_91538	250325_k562_perturbseq_enhancers_dup_filtered_min3_91538
250325_k562_perturbseq_enhancers_dup_filtered_min3_91539	250325_k562_perturbseq_enhancers_dup_filtered_min3_91539
250325_k562_perturbseq_enhancers_dup_filtered_min3_91540	250325_k562_perturbseq_enhancers_dup_filtered_min3_91540
250325_k562_perturbseq_enhancers_dup_filtered_min3_91541	250325_k562_perturbseq_enhancers_dup_filtered_min3_91541
250325_k562_perturbseq_enhancers_dup_filtered_min3_91542	250325_k562_perturbseq_enhancers_dup_filtered_min3_91542
250325_k562_perturbseq_enhancers_dup_filtered_min3_91543	250325_k562_perturbseq_enhancers_dup_filtered_min3_91543
250325_k562_perturbseq_enhancers_dup_filtered_min3_91544	250325_k562_perturbseq_enhancers_dup_filtered_min3_91544
250325_k562_perturbseq_enhancers_dup_filtered_min3_91545	250325_k562_perturbseq_enhancers_dup_filtered_min3_91545
250325_k562_perturbseq_enhancers_dup_filtered_min3_91546	250325_k562_perturbseq_enhancers_dup_filtered_min3_91546
250325_k562_perturbseq_enhancers_dup_filtered_min3_91547	250325_k562_perturbseq_enhancers_dup_filtered_min3_91547
250325_k562_perturbseq_enhancers_dup_filtered_min3_91548	250325_k562_perturbseq_enhancers_dup_filtered_min3_91548
250325_k562_perturbseq_enhancers_dup_filtered_min3_91549	250325_k562_perturbseq_enhancers_dup_filtered_min3_91549
250325_k562_perturbseq_enhancers_dup_filtered_min3_91550	250325_k562_perturbseq_enhancers_dup_filtered_min3_91550
250325_k562_perturbseq_enhancers_dup_filtered_min3_91551	250325_k562_perturbseq_enhancers_dup_filtered_min3_91551
250325_k562_perturbseq_enhancers_dup_filtered_min3_91552	250325_k562_perturbseq_enhancers_dup_filtered_min3_91552
250325_k562_perturbseq_enhancers_dup_filtered_min3_91553	250325_k562_perturbseq_enhancers_dup_filtered_min3_91553
250325_k562_perturbseq_enhancers_dup_filtered_min3_91554	250325_k562_perturbseq_enhancers_dup_filtered_min3_91554
250325_k562_perturbseq_enhancers_dup_filtered_min3_91555	250325_k562_perturbseq_enhancers_dup_filtered_min3_91555
250325_k562_perturbseq_enhancers_dup_filtered_min3_91556	250325_k562_perturbseq_enhancers_dup_filtered_min3_91556
250325_k562_perturbseq_enhancers_dup_filtered_min3_91557	250325_k562_perturbseq_enhancers_dup_filtered_min3_91557
250325_k562_perturbseq_enhancers_dup_filtered_min3_91558	250325_k562_perturbseq_enhancers_dup_filtered_min3_91558
250325_k562_perturbseq_enhancers_dup_filtered_min3_91559	250325_k562_perturbseq_enhancers_dup_filtered_min3_91559
250325_k562_perturbseq_enhancers_dup_filtered_min3_91560	250325_k562_perturbseq_enhancers_dup_filtered_min3_91560
250325_k562_perturbseq_enhancers_dup_filtered_min3_91561	250325_k562_perturbseq_enhancers_dup_filtered_min3_91561
250325_k562_perturbseq_enhancers_dup_filtered_min3_91562	250325_k562_perturbseq_enhancers_dup_filtered_min3_91562
250325_k562_perturbseq_enhancers_dup_filtered_min3_91563	250325_k562_perturbseq_enhancers_dup_filtered_min3_91563
250325_k562_perturbseq_enhancers_dup_filtered_min3_91564	250325_k562_perturbseq_enhancers_dup_filtered_min3_91564
250325_k562_perturbseq_enhancers_dup_filtered_min3_91565	250325_k562_perturbseq_enhancers_dup_filtered_min3_91565
250325_k562_perturbseq_enhancers_dup_filtered_min3_91566	250325_k562_perturbseq_enhancers_dup_filtered_min3_91566
250325_k562_perturbseq_enhancers_dup_filtered_min3_91567	250325_k562_perturbseq_enhancers_dup_filtered_min3_91567
250325_k562_perturbseq_enhancers_dup_filtered_min3_91568	250325_k562_perturbseq_enhancers_dup_filtered_min3_91568
250325_k562_perturbseq_enhancers_dup_filtered_min3_91569	250325_k562_perturbseq_enhancers_dup_filtered_min3_91569
250325_k562_perturbseq_enhancers_dup_filtered_min3_91570	250325_k562_perturbseq_enhancers_dup_filtered_min3_91570
250325_k562_perturbseq_enhancers_dup_filtered_min3_91571	250325_k562_perturbseq_enhancers_dup_filtered_min3_91571
250325_k562_perturbseq_enhancers_dup_filtered_min3_91572	250325_k562_perturbseq_enhancers_dup_filtered_min3_91572
250325_k562_perturbseq_enhancers_dup_filtered_min3_91573	250325_k562_perturbseq_enhancers_dup_filtered_min3_91573
250325_k562_perturbseq_enhancers_dup_filtered_min3_91574	250325_k562_perturbseq_enhancers_dup_filtered_min3_91574
250325_k562_perturbseq_enhancers_dup_filtered_min3_91575	250325_k562_perturbseq_enhancers_dup_filtered_min3_91575
250325_k562_perturbseq_enhancers_dup_filtered_min3_91576	250325_k562_perturbseq_enhancers_dup_filtered_min3_91576
250325_k562_perturbseq_enhancers_dup_filtered_min3_91577	250325_k562_perturbseq_enhancers_dup_filtered_min3_91577
250325_k562_perturbseq_enhancers_dup_filtered_min3_91578	250325_k562_perturbseq_enhancers_dup_filtered_min3_91578
250325_k562_perturbseq_enhancers_dup_filtered_min3_91579	250325_k562_perturbseq_enhancers_dup_filtered_min3_91579
250325_k562_perturbseq_enhancers_dup_filtered_min3_91580	250325_k562_perturbseq_enhancers_dup_filtered_min3_91580
250325_k562_perturbseq_enhancers_dup_filtered_min3_91581	250325_k562_perturbseq_enhancers_dup_filtered_min3_91581
250325_k562_perturbseq_enhancers_dup_filtered_min3_91582	250325_k562_perturbseq_enhancers_dup_filtered_min3_91582
250325_k562_perturbseq_enhancers_dup_filtered_min3_91583	250325_k562_perturbseq_enhancers_dup_filtered_min3_91583
250325_k562_perturbseq_enhancers_dup_filtered_min3_91584	250325_k562_perturbseq_enhancers_dup_filtered_min3_91584
250325_k562_perturbseq_enhancers_dup_filtered_min3_91585	250325_k562_perturbseq_enhancers_dup_filtered_min3_91585
250325_k562_perturbseq_enhancers_dup_filtered_min3_91586	250325_k562_perturbseq_enhancers_dup_filtered_min3_91586
250325_k562_perturbseq_enhancers_dup_filtered_min3_91587	250325_k562_perturbseq_enhancers_dup_filtered_min3_91587
250325_k562_perturbseq_enhancers_dup_filtered_min3_91588	250325_k562_perturbseq_enhancers_dup_filtered_min3_91588
250325_k562_perturbseq_enhancers_dup_filtered_min3_91589	250325_k562_perturbseq_enhancers_dup_filtered_min3_91589
250325_k562_perturbseq_enhancers_dup_filtered_min3_91590	250325_k562_perturbseq_enhancers_dup_filtered_min3_91590
250325_k562_perturbseq_enhancers_dup_filtered_min3_91591	250325_k562_perturbseq_enhancers_dup_filtered_min3_91591
250325_k562_perturbseq_enhancers_dup_filtered_min3_91592	250325_k562_perturbseq_enhancers_dup_filtered_min3_91592
250325_k562_perturbseq_enhancers_dup_filtered_min3_91593	250325_k562_perturbseq_enhancers_dup_filtered_min3_91593
250325_k562_perturbseq_enhancers_dup_filtered_min3_91594	250325_k562_perturbseq_enhancers_dup_filtered_min3_91594
250325_k562_perturbseq_enhancers_dup_filtered_min3_91595	250325_k562_perturbseq_enhancers_dup_filtered_min3_91595
250325_k562_perturbseq_enhancers_dup_filtered_min3_91596	250325_k562_perturbseq_enhancers_dup_filtered_min3_91596
250325_k562_perturbseq_enhancers_dup_filtered_min3_91597	250325_k562_perturbseq_enhancers_dup_filtered_min3_91597
250325_k562_perturbseq_enhancers_dup_filtered_min3_91598	250325_k562_perturbseq_enhancers_dup_filtered_min3_91598
250325_k562_perturbseq_enhancers_dup_filtered_min3_91599	250325_k562_perturbseq_enhancers_dup_filtered_min3_91599
250325_k562_perturbseq_enhancers_dup_filtered_min3_91600	250325_k562_perturbseq_enhancers_dup_filtered_min3_91600
250325_k562_perturbseq_enhancers_dup_filtered_min3_91601	250325_k562_perturbseq_enhancers_dup_filtered_min3_91601
250325_k562_perturbseq_enhancers_dup_filtered_min3_91602	250325_k562_perturbseq_enhancers_dup_filtered_min3_91602
250325_k562_perturbseq_enhancers_dup_filtered_min3_91603	250325_k562_perturbseq_enhancers_dup_filtered_min3_91603
250325_k562_perturbseq_enhancers_dup_filtered_min3_91604	250325_k562_perturbseq_enhancers_dup_filtered_min3_91604
250325_k562_perturbseq_enhancers_dup_filtered_min3_91605	250325_k562_perturbseq_enhancers_dup_filtered_min3_91605
250325_k562_perturbseq_enhancers_dup_filtered_min3_91606	250325_k562_perturbseq_enhancers_dup_filtered_min3_91606
250325_k562_perturbseq_enhancers_dup_filtered_min3_91607	250325_k562_perturbseq_enhancers_dup_filtered_min3_91607
250325_k562_perturbseq_enhancers_dup_filtered_min3_91608	250325_k562_perturbseq_enhancers_dup_filtered_min3_91608
250325_k562_perturbseq_enhancers_dup_filtered_min3_91609	250325_k562_perturbseq_enhancers_dup_filtered_min3_91609
250325_k562_perturbseq_enhancers_dup_filtered_min3_91610	250325_k562_perturbseq_enhancers_dup_filtered_min3_91610
250325_k562_perturbseq_enhancers_dup_filtered_min3_91611	250325_k562_perturbseq_enhancers_dup_filtered_min3_91611
250325_k562_perturbseq_enhancers_dup_filtered_min3_91612	250325_k562_perturbseq_enhancers_dup_filtered_min3_91612
250325_k562_perturbseq_enhancers_dup_filtered_min3_91613	250325_k562_perturbseq_enhancers_dup_filtered_min3_91613
250325_k562_perturbseq_enhancers_dup_filtered_min3_91614	250325_k562_perturbseq_enhancers_dup_filtered_min3_91614
250325_k562_perturbseq_enhancers_dup_filtered_min3_91615	250325_k562_perturbseq_enhancers_dup_filtered_min3_91615
250325_k562_perturbseq_enhancers_dup_filtered_min3_91616	250325_k562_perturbseq_enhancers_dup_filtered_min3_91616
250325_k562_perturbseq_enhancers_dup_filtered_min3_91617	250325_k562_perturbseq_enhancers_dup_filtered_min3_91617
250325_k562_perturbseq_enhancers_dup_filtered_min3_91618	250325_k562_perturbseq_enhancers_dup_filtered_min3_91618
250325_k562_perturbseq_enhancers_dup_filtered_min3_91619	250325_k562_perturbseq_enhancers_dup_filtered_min3_91619
250325_k562_perturbseq_enhancers_dup_filtered_min3_91620	250325_k562_perturbseq_enhancers_dup_filtered_min3_91620
250325_k562_perturbseq_enhancers_dup_filtered_min3_91621	250325_k562_perturbseq_enhancers_dup_filtered_min3_91621
250325_k562_perturbseq_enhancers_dup_filtered_min3_91622	250325_k562_perturbseq_enhancers_dup_filtered_min3_91622
250325_k562_perturbseq_enhancers_dup_filtered_min3_91623	250325_k562_perturbseq_enhancers_dup_filtered_min3_91623
250325_k562_perturbseq_enhancers_dup_filtered_min3_91624	250325_k562_perturbseq_enhancers_dup_filtered_min3_91624
250325_k562_perturbseq_enhancers_dup_filtered_min3_91625	250325_k562_perturbseq_enhancers_dup_filtered_min3_91625
250325_k562_perturbseq_enhancers_dup_filtered_min3_91626	250325_k562_perturbseq_enhancers_dup_filtered_min3_91626
250325_k562_perturbseq_enhancers_dup_filtered_min3_91627	250325_k562_perturbseq_enhancers_dup_filtered_min3_91627
250325_k562_perturbseq_enhancers_dup_filtered_min3_91628	250325_k562_perturbseq_enhancers_dup_filtered_min3_91628
250325_k562_perturbseq_enhancers_dup_filtered_min3_91629	250325_k562_perturbseq_enhancers_dup_filtered_min3_91629
250325_k562_perturbseq_enhancers_dup_filtered_min3_91630	250325_k562_perturbseq_enhancers_dup_filtered_min3_91630
250325_k562_perturbseq_enhancers_dup_filtered_min3_91631	250325_k562_perturbseq_enhancers_dup_filtered_min3_91631
250325_k562_perturbseq_enhancers_dup_filtered_min3_91632	250325_k562_perturbseq_enhancers_dup_filtered_min3_91632
250325_k562_perturbseq_enhancers_dup_filtered_min3_91633	250325_k562_perturbseq_enhancers_dup_filtered_min3_91633
250325_k562_perturbseq_enhancers_dup_filtered_min3_91634	250325_k562_perturbseq_enhancers_dup_filtered_min3_91634
250325_k562_perturbseq_enhancers_dup_filtered_min3_91635	250325_k562_perturbseq_enhancers_dup_filtered_min3_91635
250325_k562_perturbseq_enhancers_dup_filtered_min3_91636	250325_k562_perturbseq_enhancers_dup_filtered_min3_91636
250325_k562_perturbseq_enhancers_dup_filtered_min3_91637	250325_k562_perturbseq_enhancers_dup_filtered_min3_91637
250325_k562_perturbseq_enhancers_dup_filtered_min3_91638	250325_k562_perturbseq_enhancers_dup_filtered_min3_91638
250325_k562_perturbseq_enhancers_dup_filtered_min3_91639	250325_k562_perturbseq_enhancers_dup_filtered_min3_91639
250325_k562_perturbseq_enhancers_dup_filtered_min3_91640	250325_k562_perturbseq_enhancers_dup_filtered_min3_91640
250325_k562_perturbseq_enhancers_dup_filtered_min3_91641	250325_k562_perturbseq_enhancers_dup_filtered_min3_91641
250325_k562_perturbseq_enhancers_dup_filtered_min3_91642	250325_k562_perturbseq_enhancers_dup_filtered_min3_91642
250325_k562_perturbseq_enhancers_dup_filtered_min3_91643	250325_k562_perturbseq_enhancers_dup_filtered_min3_91643
250325_k562_perturbseq_enhancers_dup_filtered_min3_91644	250325_k562_perturbseq_enhancers_dup_filtered_min3_91644
250325_k562_perturbseq_enhancers_dup_filtered_min3_91645	250325_k562_perturbseq_enhancers_dup_filtered_min3_91645
250325_k562_perturbseq_enhancers_dup_filtered_min3_91646	250325_k562_perturbseq_enhancers_dup_filtered_min3_91646
250325_k562_perturbseq_enhancers_dup_filtered_min3_91647	250325_k562_perturbseq_enhancers_dup_filtered_min3_91647
250325_k562_perturbseq_enhancers_dup_filtered_min3_91648	250325_k562_perturbseq_enhancers_dup_filtered_min3_91648
250325_k562_perturbseq_enhancers_dup_filtered_min3_91649	250325_k562_perturbseq_enhancers_dup_filtered_min3_91649
250325_k562_perturbseq_enhancers_dup_filtered_min3_91650	250325_k562_perturbseq_enhancers_dup_filtered_min3_91650
250325_k562_perturbseq_enhancers_dup_filtered_min3_91651	250325_k562_perturbseq_enhancers_dup_filtered_min3_91651
250325_k562_perturbseq_enhancers_dup_filtered_min3_91652	250325_k562_perturbseq_enhancers_dup_filtered_min3_91652
250325_k562_perturbseq_enhancers_dup_filtered_min3_91653	250325_k562_perturbseq_enhancers_dup_filtered_min3_91653
250325_k562_perturbseq_enhancers_dup_filtered_min3_91654	250325_k562_perturbseq_enhancers_dup_filtered_min3_91654
250325_k562_perturbseq_enhancers_dup_filtered_min3_91655	250325_k562_perturbseq_enhancers_dup_filtered_min3_91655
250325_k562_perturbseq_enhancers_dup_filtered_min3_91656	250325_k562_perturbseq_enhancers_dup_filtered_min3_91656
250325_k562_perturbseq_enhancers_dup_filtered_min3_91657	250325_k562_perturbseq_enhancers_dup_filtered_min3_91657
250325_k562_perturbseq_enhancers_dup_filtered_min3_91658	250325_k562_perturbseq_enhancers_dup_filtered_min3_91658
250325_k562_perturbseq_enhancers_dup_filtered_min3_91659	250325_k562_perturbseq_enhancers_dup_filtered_min3_91659
250325_k562_perturbseq_enhancers_dup_filtered_min3_91660	250325_k562_perturbseq_enhancers_dup_filtered_min3_91660
250325_k562_perturbseq_enhancers_dup_filtered_min3_91661	250325_k562_perturbseq_enhancers_dup_filtered_min3_91661
250325_k562_perturbseq_enhancers_dup_filtered_min3_91662	250325_k562_perturbseq_enhancers_dup_filtered_min3_91662
250325_k562_perturbseq_enhancers_dup_filtered_min3_91663	250325_k562_perturbseq_enhancers_dup_filtered_min3_91663
250325_k562_perturbseq_enhancers_dup_filtered_min3_91664	250325_k562_perturbseq_enhancers_dup_filtered_min3_91664
250325_k562_perturbseq_enhancers_dup_filtered_min3_91665	250325_k562_perturbseq_enhancers_dup_filtered_min3_91665
250325_k562_perturbseq_enhancers_dup_filtered_min3_91666	250325_k562_perturbseq_enhancers_dup_filtered_min3_91666
250325_k562_perturbseq_enhancers_dup_filtered_min3_91667	250325_k562_perturbseq_enhancers_dup_filtered_min3_91667
250325_k562_perturbseq_enhancers_dup_filtered_min3_91668	250325_k562_perturbseq_enhancers_dup_filtered_min3_91668
250325_k562_perturbseq_enhancers_dup_filtered_min3_91669	250325_k562_perturbseq_enhancers_dup_filtered_min3_91669
250325_k562_perturbseq_enhancers_dup_filtered_min3_91670	250325_k562_perturbseq_enhancers_dup_filtered_min3_91670
250325_k562_perturbseq_enhancers_dup_filtered_min3_91671	250325_k562_perturbseq_enhancers_dup_filtered_min3_91671
250325_k562_perturbseq_enhancers_dup_filtered_min3_91672	250325_k562_perturbseq_enhancers_dup_filtered_min3_91672
250325_k562_perturbseq_enhancers_dup_filtered_min3_91673	250325_k562_perturbseq_enhancers_dup_filtered_min3_91673
250325_k562_perturbseq_enhancers_dup_filtered_min3_91674	250325_k562_perturbseq_enhancers_dup_filtered_min3_91674
250325_k562_perturbseq_enhancers_dup_filtered_min3_91675	250325_k562_perturbseq_enhancers_dup_filtered_min3_91675
250325_k562_perturbseq_enhancers_dup_filtered_min3_91676	250325_k562_perturbseq_enhancers_dup_filtered_min3_91676
250325_k562_perturbseq_enhancers_dup_filtered_min3_91677	250325_k562_perturbseq_enhancers_dup_filtered_min3_91677
250325_k562_perturbseq_enhancers_dup_filtered_min3_91678	250325_k562_perturbseq_enhancers_dup_filtered_min3_91678
250325_k562_perturbseq_enhancers_dup_filtered_min3_91679	250325_k562_perturbseq_enhancers_dup_filtered_min3_91679
250325_k562_perturbseq_enhancers_dup_filtered_min3_91680	250325_k562_perturbseq_enhancers_dup_filtered_min3_91680
250325_k562_perturbseq_enhancers_dup_filtered_min3_91681	250325_k562_perturbseq_enhancers_dup_filtered_min3_91681
250325_k562_perturbseq_enhancers_dup_filtered_min3_91682	250325_k562_perturbseq_enhancers_dup_filtered_min3_91682
250325_k562_perturbseq_enhancers_dup_filtered_min3_91683	250325_k562_perturbseq_enhancers_dup_filtered_min3_91683
250325_k562_perturbseq_enhancers_dup_filtered_min3_91684	250325_k562_perturbseq_enhancers_dup_filtered_min3_91684
250325_k562_perturbseq_enhancers_dup_filtered_min3_91685	250325_k562_perturbseq_enhancers_dup_filtered_min3_91685
250325_k562_perturbseq_enhancers_dup_filtered_min3_91686	250325_k562_perturbseq_enhancers_dup_filtered_min3_91686
250325_k562_perturbseq_enhancers_dup_filtered_min3_91687	250325_k562_perturbseq_enhancers_dup_filtered_min3_91687
250325_k562_perturbseq_enhancers_dup_filtered_min3_91688	250325_k562_perturbseq_enhancers_dup_filtered_min3_91688
250325_k562_perturbseq_enhancers_dup_filtered_min3_91689	250325_k562_perturbseq_enhancers_dup_filtered_min3_91689
250325_k562_perturbseq_enhancers_dup_filtered_min3_91690	250325_k562_perturbseq_enhancers_dup_filtered_min3_91690
250325_k562_perturbseq_enhancers_dup_filtered_min3_91691	250325_k562_perturbseq_enhancers_dup_filtered_min3_91691
250325_k562_perturbseq_enhancers_dup_filtered_min3_91692	250325_k562_perturbseq_enhancers_dup_filtered_min3_91692
250325_k562_perturbseq_enhancers_dup_filtered_min3_91693	250325_k562_perturbseq_enhancers_dup_filtered_min3_91693
250325_k562_perturbseq_enhancers_dup_filtered_min3_91694	250325_k562_perturbseq_enhancers_dup_filtered_min3_91694
250325_k562_perturbseq_enhancers_dup_filtered_min3_91695	250325_k562_perturbseq_enhancers_dup_filtered_min3_91695
250325_k562_perturbseq_enhancers_dup_filtered_min3_91696	250325_k562_perturbseq_enhancers_dup_filtered_min3_91696
250325_k562_perturbseq_enhancers_dup_filtered_min3_91697	250325_k562_perturbseq_enhancers_dup_filtered_min3_91697
250325_k562_perturbseq_enhancers_dup_filtered_min3_91698	250325_k562_perturbseq_enhancers_dup_filtered_min3_91698
250325_k562_perturbseq_enhancers_dup_filtered_min3_91699	250325_k562_perturbseq_enhancers_dup_filtered_min3_91699
250325_k562_perturbseq_enhancers_dup_filtered_min3_91700	250325_k562_perturbseq_enhancers_dup_filtered_min3_91700
250325_k562_perturbseq_enhancers_dup_filtered_min3_91701	250325_k562_perturbseq_enhancers_dup_filtered_min3_91701
250325_k562_perturbseq_enhancers_dup_filtered_min3_91702	250325_k562_perturbseq_enhancers_dup_filtered_min3_91702
250325_k562_perturbseq_enhancers_dup_filtered_min3_91703	250325_k562_perturbseq_enhancers_dup_filtered_min3_91703
250325_k562_perturbseq_enhancers_dup_filtered_min3_91704	250325_k562_perturbseq_enhancers_dup_filtered_min3_91704
250325_k562_perturbseq_enhancers_dup_filtered_min3_91705	250325_k562_perturbseq_enhancers_dup_filtered_min3_91705
250325_k562_perturbseq_enhancers_dup_filtered_min3_91706	250325_k562_perturbseq_enhancers_dup_filtered_min3_91706
250325_k562_perturbseq_enhancers_dup_filtered_min3_91707	250325_k562_perturbseq_enhancers_dup_filtered_min3_91707
250325_k562_perturbseq_enhancers_dup_filtered_min3_91708	250325_k562_perturbseq_enhancers_dup_filtered_min3_91708
250325_k562_perturbseq_enhancers_dup_filtered_min3_91709	250325_k562_perturbseq_enhancers_dup_filtered_min3_91709
250325_k562_perturbseq_enhancers_dup_filtered_min3_91720	250325_k562_perturbseq_enhancers_dup_filtered_min3_91720
250325_k562_perturbseq_enhancers_dup_filtered_min3_91721	250325_k562_perturbseq_enhancers_dup_filtered_min3_91721
250325_k562_perturbseq_enhancers_dup_filtered_min3_91722	250325_k562_perturbseq_enhancers_dup_filtered_min3_91722
250325_k562_perturbseq_enhancers_dup_filtered_min3_91723	250325_k562_perturbseq_enhancers_dup_filtered_min3_91723
250325_k562_perturbseq_enhancers_dup_filtered_min3_91724	250325_k562_perturbseq_enhancers_dup_filtered_min3_91724
250325_k562_perturbseq_enhancers_dup_filtered_min3_91725	250325_k562_perturbseq_enhancers_dup_filtered_min3_91725
250325_k562_perturbseq_enhancers_dup_filtered_min3_91726	250325_k562_perturbseq_enhancers_dup_filtered_min3_91726
250325_k562_perturbseq_enhancers_dup_filtered_min3_91727	250325_k562_perturbseq_enhancers_dup_filtered_min3_91727
250325_k562_perturbseq_enhancers_dup_filtered_min3_91728	250325_k562_perturbseq_enhancers_dup_filtered_min3_91728
250325_k562_perturbseq_enhancers_dup_filtered_min3_91729	250325_k562_perturbseq_enhancers_dup_filtered_min3_91729
250325_k562_perturbseq_enhancers_dup_filtered_min3_91730	250325_k562_perturbseq_enhancers_dup_filtered_min3_91730
250325_k562_perturbseq_enhancers_dup_filtered_min3_91731	250325_k562_perturbseq_enhancers_dup_filtered_min3_91731
250325_k562_perturbseq_enhancers_dup_filtered_min3_91732	250325_k562_perturbseq_enhancers_dup_filtered_min3_91732
250325_k562_perturbseq_enhancers_dup_filtered_min3_91733	250325_k562_perturbseq_enhancers_dup_filtered_min3_91733
250325_k562_perturbseq_enhancers_dup_filtered_min3_91734	250325_k562_perturbseq_enhancers_dup_filtered_min3_91734
250325_k562_perturbseq_enhancers_dup_filtered_min3_91735	250325_k562_perturbseq_enhancers_dup_filtered_min3_91735
250325_k562_perturbseq_enhancers_dup_filtered_min3_91736	250325_k562_perturbseq_enhancers_dup_filtered_min3_91736
250325_k562_perturbseq_enhancers_dup_filtered_min3_91737	250325_k562_perturbseq_enhancers_dup_filtered_min3_91737
